id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
26,25,NW288668632,WALLET,,MRU,26000,26000,500000,15000000,ACTIVE,true,2022-02-01,2022-04-18T22:49:09.701Z,2022-02-01T21:27:49.940Z,2022-04-18T22:49:09.701Z
27,26,NS352470755,SAVINGS,,MRU,33000,49000,500000,15000000,ACTIVE,true,2024-01-14,2024-03-13T17:59:32.537Z,2024-01-14T19:37:47.656Z,2024-03-13T17:59:32.537Z
28,27,NW259066224,WALLET,,MRU,165,29000,500000,15000000,ACTIVE,true,2022-03-16,2022-06-05T15:23:29.557Z,2022-03-16T22:46:05.526Z,2022-06-05T15:23:29.557Z
29,28,NS141694545,SAVINGS,,MRU,24000,24000,500000,15000000,ACTIVE,true,2023-11-20,2024-07-26T04:32:25.579Z,2023-11-20T08:58:48.784Z,2024-07-26T04:32:25.579Z
30,29,NW146725088,WALLET,,MRU,38000,38000,500000,15000000,ACTIVE,true,2024-01-01,2024-12-12T19:48:32.338Z,2024-01-01T10:40:49.130Z,2024-12-12T19:48:32.338Z
31,30,NW175109863,WALLET,,MRU,3500,3500,500000,15000000,ACTIVE,true,2022-08-02,2022-12-15T18:53:04.805Z,2022-08-02T05:40:28.975Z,2022-12-15T18:53:04.805Z
32,31,NW207343638,WALLET,,MRU,93300,46000,500000,15000000,ACTIVE,true,2023-11-27,2024-02-12T05:33:47.293Z,2023-11-27T15:03:19.326Z,2024-02-12T05:33:47.293Z
33,32,NW577771067,WALLET,,MRU,91890,22000,500000,15000000,ACTIVE,true,2024-08-24,2024-10-09T05:24:10.598Z,2024-08-24T07:13:15.840Z,2024-10-09T05:24:10.598Z
34,33,NW131669789,WALLET,,MRU,378,1300,500000,15000000,ACTIVE,true,2023-06-14,2023-11-30T05:33:37.141Z,2023-06-14T22:04:52.281Z,2023-11-30T05:33:37.141Z
35,34,NS897731900,SAVINGS,,MRU,30000,12000,500000,15000000,ACTIVE,true,2022-03-18,2023-11-17T17:59:11.184Z,2022-03-18T22:53:17.948Z,2023-11-17T17:59:11.184Z
36,35,NW692475915,WALLET,,MRU,35000,35000,500000,15000000,DORMANT,true,2023-08-05,2024-10-17T18:33:34.010Z,2023-08-05T19:26:57.286Z,2024-10-17T18:33:34.010Z
37,36,NS237290501,SAVINGS,,MRU,8250,25000,500000,15000000,ACTIVE,true,2024-06-26,2024-06-27T20:07:48.944Z,2024-06-26T22:26:58.082Z,2024-06-27T20:07:48.944Z
38,37,NM502234220,MERCHANT,,MRU,26000,26000,500000,15000000,ACTIVE,true,2024-04-08,2024-08-21T22:44:07.505Z,2024-04-08T09:53:18.424Z,2024-08-21T22:44:07.505Z
39,38,NW667947560,WALLET,,MRU,41000,41000,500000,15000000,FROZEN,true,2024-03-22,2024-06-21T01:08:44.935Z,2024-03-22T23:49:15.970Z,2024-06-21T01:08:44.935Z
40,39,NW194009900,WALLET,,MRU,1250,39000,500000,15000000,ACTIVE,true,2023-12-09,2024-04-02T10:57:04.577Z,2023-12-09T05:18:22.273Z,2024-04-02T10:57:04.577Z
41,40,NW403635531,WALLET,,MRU,8400,8400,500000,15000000,ACTIVE,true,2022-09-02,2023-11-25T12:48:07.077Z,2022-09-02T19:58:42.698Z,2023-11-25T12:48:07.077Z
42,41,NW818534762,WALLET,,MRU,240000,20000,500000,15000000,ACTIVE,true,2022-08-18,2023-04-13T00:50:55.835Z,2022-08-18T19:30:41.558Z,2023-04-13T00:50:55.835Z
43,42,NM063928723,MERCHANT,,MRU,16000,16000,500000,15000000,ACTIVE,true,2022-10-27,2023-04-08T22:12:45.435Z,2022-10-27T08:06:39.849Z,2023-04-08T22:12:45.435Z
44,43,NM699750781,MERCHANT,,MRU,15000,15000,500000,15000000,ACTIVE,true,2023-07-05,2024-12-30T23:55:02.588Z,2023-07-05T03:12:16.748Z,2024-12-30T23:55:02.588Z
45,44,NA586282730,AGENT,,MRU,39000,39000,500000,15000000,ACTIVE,true,2024-03-04,2024-05-03T04:36:04.092Z,2024-03-04T07:29:08.337Z,2024-05-03T04:36:04.092Z
46,45,NW567477584,WALLET,,MRU,663158,18000,500000,15000000,ACTIVE,true,2022-09-07,2024-06-10T08:45:36.091Z,2022-09-07T02:46:04.520Z,2024-06-10T08:45:36.091Z
47,46,NA290902018,AGENT,,MRU,150,15000,500000,15000000,ACTIVE,true,2023-05-15,2024-10-10T03:10:49.623Z,2023-05-15T01:21:03.355Z,2024-10-10T03:10:49.623Z
48,47,NW884349227,WALLET,,MRU,8109,49000,500000,15000000,ACTIVE,true,2024-01-07,2024-03-31T11:11:36.569Z,2024-01-07T02:25:59.672Z,2024-03-31T11:11:36.569Z
49,48,NW817478537,WALLET,,MRU,75761,15000,500000,15000000,ACTIVE,true,2024-07-23,2024-08-06T23:16:07.563Z,2024-07-23T06:34:29.764Z,2024-08-06T23:16:07.563Z
50,49,NA469982385,AGENT,,MRU,1350,6700,500000,15000000,ACTIVE,true,2022-05-18,2023-06-27T23:10:14.066Z,2022-05-18T19:48:27.775Z,2023-06-27T23:10:14.066Z
51,50,NW578515321,WALLET,,MRU,650,29000,500000,15000000,ACTIVE,true,2023-11-18,2024-11-27T03:49:14.026Z,2023-11-18T05:15:03.931Z,2024-11-27T03:49:14.026Z
52,51,NS220350265,SAVINGS,,MRU,4600,4600,500000,15000000,ACTIVE,true,2023-03-10,2024-09-04T07:25:10.499Z,2023-03-10T23:53:04.044Z,2024-09-04T07:25:10.499Z
53,52,NC204262614,CORPORATE,,MRU,450,21000,500000,15000000,ACTIVE,true,2023-06-15,2024-09-25T22:25:36.021Z,2023-06-15T04:56:20.157Z,2024-09-25T22:25:36.021Z
54,53,NW428953439,WALLET,,MRU,2650,9200,500000,15000000,ACTIVE,true,2024-12-30,2024-12-30T23:22:37.690Z,2024-12-30T17:16:14.572Z,2024-12-30T23:22:37.690Z
55,54,NA187237262,AGENT,,MRU,6300,6300,500000,15000000,ACTIVE,true,2023-10-16,2024-08-08T12:55:07.058Z,2023-10-16T20:57:59.252Z,2024-08-08T12:55:07.058Z
56,55,NS485957384,SAVINGS,,MRU,34000,34000,500000,15000000,ACTIVE,true,2024-01-07,2024-05-10T14:06:18.807Z,2024-01-07T00:57:50.219Z,2024-05-10T14:06:18.807Z
57,56,NW941662073,WALLET,,MRU,18000,18000,500000,15000000,ACTIVE,true,2022-10-26,2024-07-22T11:55:50.586Z,2022-10-26T06:44:18.092Z,2024-07-22T11:55:50.586Z
58,57,NW350976228,WALLET,,MRU,8057,38000,500000,15000000,ACTIVE,true,2023-11-23,2024-08-29T11:04:56.534Z,2023-11-23T15:07:45.117Z,2024-08-29T11:04:56.534Z
59,58,NW648528337,WALLET,,MRU,6900,23000,500000,15000000,ACTIVE,true,2023-01-31,2023-04-28T05:04:59.192Z,2023-01-31T02:14:40.322Z,2023-04-28T05:04:59.192Z
60,59,NS431615829,SAVINGS,,MRU,23000,23000,500000,15000000,ACTIVE,true,2023-09-28,2023-12-03T22:22:07.600Z,2023-09-28T04:11:35.188Z,2023-12-03T22:22:07.600Z
61,60,NM062484145,MERCHANT,,MRU,6460,43000,500000,15000000,ACTIVE,true,2024-01-23,2024-06-20T17:42:14.905Z,2024-01-23T21:12:37.901Z,2024-06-20T17:42:14.905Z
62,61,NS925974607,SAVINGS,,MRU,11456,1300,500000,15000000,ACTIVE,true,2022-09-18,2023-03-31T09:06:51.043Z,2022-09-18T00:45:22.577Z,2023-03-31T09:06:51.043Z
63,62,NW353825032,WALLET,,MRU,32000,32000,500000,15000000,ACTIVE,true,2022-11-02,2024-05-21T14:25:30.976Z,2022-11-02T02:18:13.252Z,2024-05-21T14:25:30.976Z
64,63,NW358467102,WALLET,,MRU,11000,11000,500000,15000000,DORMANT,true,2024-12-03,2024-12-03T21:28:13.662Z,2024-12-03T02:31:10.139Z,2024-12-03T21:28:13.662Z
65,64,NC654737711,CORPORATE,,MRU,39000,39000,500000,15000000,ACTIVE,true,2022-10-01,2023-08-20T13:40:39.338Z,2022-10-01T11:42:13.391Z,2023-08-20T13:40:39.338Z
66,65,NM383746385,MERCHANT,,MRU,16380,7700,500000,15000000,ACTIVE,true,2024-08-16,2024-09-04T08:05:36.850Z,2024-08-16T20:11:45.817Z,2024-09-04T08:05:36.850Z
67,66,NW140983223,WALLET,,MRU,5008700,19000,500000,15000000,ACTIVE,true,2023-02-26,2023-05-04T16:21:12.838Z,2023-02-26T03:35:23.615Z,2023-05-04T16:21:12.838Z
68,67,NW512380004,WALLET,,MRU,2125,13000,500000,15000000,ACTIVE,true,2024-09-14,2024-12-20T02:23:52.721Z,2024-09-14T05:10:37.820Z,2024-12-20T02:23:52.721Z
69,68,NS457982897,SAVINGS,,MRU,9200,9200,500000,15000000,ACTIVE,true,2022-11-18,2024-11-10T22:56:03.577Z,2022-11-18T06:50:52.014Z,2024-11-10T22:56:03.577Z
70,69,NW523548484,WALLET,,MRU,1000,1000,500000,15000000,ACTIVE,true,2022-02-23,2023-12-05T21:06:26.597Z,2022-02-23T11:45:50.041Z,2023-12-05T21:06:26.597Z
71,70,NW641641497,WALLET,,MRU,40000,40000,500000,15000000,ACTIVE,true,2022-08-23,2023-12-08T09:03:59.715Z,2022-08-23T00:51:55.166Z,2023-12-08T09:03:59.715Z
72,71,NW172035604,WALLET,,MRU,15000,15000,500000,15000000,ACTIVE,true,2022-11-22,2023-04-25T10:58:58.689Z,2022-11-22T01:50:37.231Z,2023-04-25T10:58:58.689Z
73,72,NW735798001,WALLET,,MRU,9800,9800,500000,15000000,ACTIVE,true,2023-01-13,2023-06-30T01:17:45.638Z,2023-01-13T17:28:45.143Z,2023-06-30T01:17:45.638Z
74,73,NM436200142,MERCHANT,,MRU,31000,11000,500000,15000000,ACTIVE,true,2023-09-19,2024-02-05T10:47:30.770Z,2023-09-19T17:40:04.572Z,2024-02-05T10:47:30.770Z
75,74,NW390357017,WALLET,,MRU,14450,33000,500000,15000000,ACTIVE,true,2022-08-04,2024-06-25T15:31:29.750Z,2022-08-04T22:35:06.655Z,2024-06-25T15:31:29.750Z
76,75,NW238457709,WALLET,,MRU,5500,35000,500000,15000000,ACTIVE,true,2024-10-05,2024-11-30T06:16:59.853Z,2024-10-05T19:06:38.377Z,2024-11-30T06:16:59.853Z
77,76,NW607857466,WALLET,,MRU,48000,48000,500000,15000000,ACTIVE,true,2024-06-28,2024-10-12T18:46:10.577Z,2024-06-28T00:11:36.300Z,2024-10-12T18:46:10.577Z
78,77,NW011617809,WALLET,,MRU,36000,36000,500000,15000000,FROZEN,true,2023-08-05,2024-04-19T06:51:40.951Z,2023-08-05T20:20:09.003Z,2024-04-19T06:51:40.951Z
79,78,NW268059611,WALLET,,MRU,12900,18000,500000,15000000,ACTIVE,true,2023-11-04,2024-04-08T13:22:50.208Z,2023-11-04T21:30:44.411Z,2024-04-08T13:22:50.208Z
80,79,NW411207080,WALLET,,MRU,835,238000,500000,15000000,ACTIVE,true,2023-08-01,2024-08-19T17:06:36.639Z,2023-08-01T17:08:28.861Z,2024-08-19T17:06:36.639Z
81,79,NS998348594,SAVINGS,,MRU,468000,468000,500000,15000000,CLOSED,false,2023-08-01,2024-04-23T05:50:29.381Z,2023-08-01T17:08:28.861Z,2024-04-23T05:50:29.381Z
82,79,NW963366508,WALLET,,MRU,334000,334000,500000,15000000,ACTIVE,false,2023-08-01,2023-08-28T05:11:00.904Z,2023-08-01T17:08:28.861Z,2023-08-28T05:11:00.904Z
83,80,NC540291190,CORPORATE,,MRU,1875,6700,500000,15000000,ACTIVE,true,2024-02-01,2024-08-14T15:46:28.980Z,2024-02-01T11:55:12.957Z,2024-08-14T15:46:28.980Z
84,81,NW735045701,WALLET,,MRU,37310,41000,500000,15000000,ACTIVE,true,2024-10-29,2024-12-07T00:14:57.715Z,2024-10-29T03:23:53.564Z,2024-12-07T00:14:57.715Z
85,82,NS311672210,SAVINGS,,MRU,19000,19000,500000,15000000,DORMANT,true,2024-02-06,2024-09-11T12:52:52.064Z,2024-02-06T08:06:14.520Z,2024-09-11T12:52:52.064Z
86,83,NW579307556,WALLET,,MRU,945500,410000,500000,15000000,ACTIVE,true,2022-03-20,2023-11-30T13:08:58.929Z,2022-03-20T23:11:35.781Z,2023-11-30T13:08:58.929Z
87,83,NS563268661,SAVINGS,,MRU,290000,290000,500000,15000000,CLOSED,false,2022-03-20,2022-09-01T09:41:15.383Z,2022-03-20T23:11:35.781Z,2022-09-01T09:41:15.383Z
88,84,NW718306899,WALLET,,MRU,64000,50000,500000,15000000,ACTIVE,true,2024-03-17,2024-04-28T20:15:05.713Z,2024-03-17T16:14:44.534Z,2024-04-28T20:15:05.713Z
89,85,NW217963099,WALLET,,MRU,1464000,1464000,500000,15000000,ACTIVE,true,2024-09-28,2024-12-15T14:49:24.122Z,2024-09-28T00:59:45.895Z,2024-12-15T14:49:24.122Z
90,85,NS523018837,SAVINGS,,MRU,1979200,1808000,500000,15000000,ACTIVE,false,2024-09-28,2024-12-26T00:25:17.085Z,2024-09-28T00:59:45.895Z,2024-12-26T00:25:17.085Z
91,85,NS716857910,SAVINGS,,MRU,5000,130000,500000,15000000,ACTIVE,false,2024-09-28,2024-09-30T20:19:15.359Z,2024-09-28T00:59:45.895Z,2024-09-30T20:19:15.359Z
92,86,NW875952050,WALLET,,MRU,750,29000,500000,15000000,ACTIVE,true,2023-01-17,2023-12-03T15:54:30.893Z,2023-01-17T00:01:19.703Z,2023-12-03T15:54:30.893Z
93,87,NM956539869,MERCHANT,,MRU,26000,26000,500000,15000000,ACTIVE,true,2022-08-21,2023-05-26T18:48:32.342Z,2022-08-21T22:14:30.607Z,2023-05-26T18:48:32.342Z
94,88,NC445306778,CORPORATE,,MRU,150,3000,500000,15000000,ACTIVE,true,2022-03-20,2024-02-08T07:21:58.681Z,2022-03-20T18:15:58.066Z,2024-02-08T07:21:58.681Z
95,89,NA556833982,AGENT,,MRU,159920,164000,500000,15000000,ACTIVE,true,2023-05-08,2024-01-15T19:00:27.209Z,2023-05-08T22:47:06.269Z,2024-01-15T19:00:27.209Z
96,89,NS631345510,SAVINGS,,MRU,39000,39000,500000,15000000,ACTIVE,false,2023-05-08,2024-01-24T18:24:02.695Z,2023-05-08T22:47:06.269Z,2024-01-24T18:24:02.695Z
97,89,NS190800309,SAVINGS,,MRU,128000,128000,500000,15000000,FROZEN,false,2023-05-08,2023-10-22T06:57:29.628Z,2023-05-08T22:47:06.269Z,2023-10-22T06:57:29.628Z
98,90,NW135187983,WALLET,,MRU,500,11000,500000,15000000,ACTIVE,true,2023-07-01,2024-04-16T08:06:47.434Z,2023-07-01T07:40:34.245Z,2024-04-16T08:06:47.434Z
99,91,NA587074399,AGENT,,MRU,5200,5200,500000,15000000,ACTIVE,true,2023-02-19,2024-05-28T17:43:07.388Z,2023-02-19T17:30:07.686Z,2024-05-28T17:43:07.388Z
100,92,NS241836309,SAVINGS,,MRU,5400,5400,500000,15000000,ACTIVE,true,2023-02-22,2024-06-02T20:32:51.696Z,2023-02-22T04:41:25.821Z,2024-06-02T20:32:51.696Z
101,93,NW458985951,WALLET,,MRU,39000,39000,500000,15000000,DORMANT,true,2024-01-14,2024-04-02T20:22:27.872Z,2024-01-14T11:25:18.896Z,2024-04-02T20:22:27.872Z
102,94,NS665277004,SAVINGS,,MRU,365200,15000,500000,15000000,ACTIVE,true,2024-10-10,2024-11-14T12:04:47.055Z,2024-10-10T21:46:45.715Z,2024-11-14T12:04:47.055Z
103,95,NM490022182,MERCHANT,,MRU,32000,32000,500000,15000000,ACTIVE,true,2023-02-28,2024-02-27T00:24:45.335Z,2023-02-28T08:59:19.724Z,2024-02-27T00:24:45.335Z
104,96,NC002603054,CORPORATE,,MRU,37000,37000,500000,15000000,ACTIVE,true,2023-01-08,2024-01-24T16:10:13.778Z,2023-01-08T11:14:43.267Z,2024-01-24T16:10:13.778Z
105,97,NW391570355,WALLET,,MRU,17000,17000,500000,15000000,ACTIVE,true,2023-05-23,2024-08-22T17:41:02.232Z,2023-05-23T01:13:02.525Z,2024-08-22T17:41:02.232Z
106,98,NW090919137,WALLET,,MRU,20000,20000,500000,15000000,ACTIVE,true,2022-07-27,2023-12-01T08:55:40.876Z,2022-07-27T10:59:27.722Z,2023-12-01T08:55:40.876Z
107,99,NM645401001,MERCHANT,,MRU,8320,222000,500000,15000000,ACTIVE,true,2023-11-28,2023-12-05T07:27:24.073Z,2023-11-28T02:51:04.390Z,2023-12-05T07:27:24.073Z
108,99,NS105746269,SAVINGS,,MRU,300675,342000,500000,15000000,ACTIVE,false,2023-11-28,2024-06-06T13:55:10.030Z,2023-11-28T02:51:04.390Z,2024-06-06T13:55:10.030Z
109,99,NS575326681,SAVINGS,,MRU,55700,103000,500000,15000000,ACTIVE,false,2023-11-28,2024-12-18T20:51:43.503Z,2023-11-28T02:51:04.390Z,2024-12-18T20:51:43.503Z
110,100,NM984589219,MERCHANT,,MRU,14600,19000,500000,15000000,ACTIVE,true,2023-10-06,2024-05-07T11:44:22.671Z,2023-10-06T08:13:56.857Z,2024-05-07T11:44:22.671Z
111,101,NW175371170,WALLET,,MRU,530,38000,500000,15000000,ACTIVE,true,2023-09-21,2024-03-27T09:29:40.070Z,2023-09-21T22:54:28.667Z,2024-03-27T09:29:40.070Z
112,102,NM959788203,MERCHANT,,MRU,879000,47000,500000,15000000,ACTIVE,true,2024-04-22,2024-10-18T23:37:34.910Z,2024-04-22T22:37:11.606Z,2024-10-18T23:37:34.910Z
113,103,NW721562743,WALLET,,MRU,8900,8900,500000,15000000,ACTIVE,true,2023-11-19,2024-03-24T03:32:41.892Z,2023-11-19T19:17:17.619Z,2024-03-24T03:32:41.892Z
114,104,NW874380022,WALLET,,MRU,146,32000,500000,15000000,ACTIVE,true,2022-06-25,2023-12-20T10:36:27.194Z,2022-06-25T07:11:22.079Z,2023-12-20T10:36:27.194Z
115,105,NM105182766,MERCHANT,,MRU,398000,398000,500000,15000000,ACTIVE,true,2023-01-14,2023-07-28T05:51:14.306Z,2023-01-14T02:44:45.918Z,2023-07-28T05:51:14.306Z
116,105,NW348461628,WALLET,,MRU,81100,148000,500000,15000000,ACTIVE,false,2023-01-14,2024-08-31T04:59:03.368Z,2023-01-14T02:44:45.918Z,2024-08-31T04:59:03.368Z
117,106,NW810768604,WALLET,,MRU,6100,6100,500000,15000000,CLOSED,true,2023-01-03,2023-05-05T08:43:05.469Z,2023-01-03T05:19:06.650Z,2023-05-05T08:43:05.469Z
118,107,NW890998781,WALLET,,MRU,16000,16000,500000,15000000,ACTIVE,true,2022-09-27,2023-04-20T08:43:07.687Z,2022-09-27T14:52:39.266Z,2023-04-20T08:43:07.687Z
119,108,NW065554857,WALLET,,MRU,1550,9600,500000,15000000,ACTIVE,true,2023-01-13,2023-02-19T05:53:34.053Z,2023-01-13T05:36:32.223Z,2023-02-19T05:53:34.053Z
120,109,NW592157900,WALLET,,MRU,3600,47000,500000,15000000,ACTIVE,true,2022-07-03,2024-06-14T16:42:13.058Z,2022-07-03T02:06:33.046Z,2024-06-14T16:42:13.058Z
121,110,NW964463472,WALLET,,MRU,36800,15000,500000,15000000,ACTIVE,true,2024-10-23,2024-12-07T18:50:29.773Z,2024-10-23T03:26:06.156Z,2024-12-07T18:50:29.773Z
122,111,NC488486051,CORPORATE,,MRU,139450,4200,500000,15000000,ACTIVE,true,2022-06-25,2023-05-11T08:03:13.589Z,2022-06-25T02:36:33.420Z,2023-05-11T08:03:13.589Z
123,112,NA853326440,AGENT,,MRU,19000,19000,500000,15000000,ACTIVE,true,2022-03-28,2024-09-04T07:59:54.430Z,2022-03-28T02:45:09.966Z,2024-09-04T07:59:54.430Z
124,113,NC346047520,CORPORATE,,MRU,34000,34000,500000,15000000,ACTIVE,true,2022-05-03,2024-07-28T03:54:48.664Z,2022-05-03T04:02:38.235Z,2024-07-28T03:54:48.664Z
125,114,NW205744385,WALLET,,MRU,35000,35000,500000,15000000,ACTIVE,true,2024-02-21,2024-11-16T20:21:30.167Z,2024-02-21T03:50:53.846Z,2024-11-16T20:21:30.167Z
126,115,NA296720266,AGENT,,MRU,21550,32000,500000,15000000,ACTIVE,true,2022-11-19,2022-12-06T15:27:21.820Z,2022-11-19T10:03:00.212Z,2022-12-06T15:27:21.820Z
127,116,NS312295675,SAVINGS,,MRU,16000,16000,500000,15000000,ACTIVE,true,2022-09-25,2023-03-14T04:39:18.410Z,2022-09-25T20:32:48.870Z,2023-03-14T04:39:18.410Z
128,117,NM209247708,MERCHANT,,MRU,801000,19000,500000,15000000,ACTIVE,true,2022-02-18,2023-01-19T17:02:30.450Z,2022-02-18T20:43:38.483Z,2023-01-19T17:02:30.450Z
129,118,NW312583774,WALLET,,MRU,1050,40000,500000,15000000,ACTIVE,true,2024-08-05,2024-10-25T00:51:10.506Z,2024-08-05T00:13:17.686Z,2024-10-25T00:51:10.506Z
130,119,NS980793953,SAVINGS,,MRU,66000,16000,500000,15000000,ACTIVE,true,2023-04-19,2024-04-13T05:13:34.287Z,2023-04-19T17:03:40.791Z,2024-04-13T05:13:34.287Z
131,120,NS063704490,SAVINGS,,MRU,90,15000,500000,15000000,ACTIVE,true,2024-10-04,2024-11-13T09:52:22.792Z,2024-10-04T00:32:42.119Z,2024-11-13T09:52:22.792Z
132,121,NW720386386,WALLET,,MRU,6898,38000,500000,15000000,ACTIVE,true,2022-05-05,2024-01-23T23:05:53.264Z,2022-05-05T00:04:55.224Z,2024-01-23T23:05:53.264Z
133,122,NM954251051,MERCHANT,,MRU,2200,2900,500000,15000000,ACTIVE,true,2023-09-09,2024-10-27T04:35:27.500Z,2023-09-09T19:33:54.321Z,2024-10-27T04:35:27.500Z
134,123,NC620460033,CORPORATE,,MRU,809400,9400,500000,15000000,ACTIVE,true,2023-04-12,2024-07-19T13:47:56.768Z,2023-04-12T00:50:40.402Z,2024-07-19T13:47:56.768Z
135,124,NW564780712,WALLET,,MRU,26000,26000,500000,15000000,FROZEN,true,2023-07-23,2024-11-22T04:48:20.598Z,2023-07-23T22:17:35.366Z,2024-11-22T04:48:20.598Z
136,125,NW887092143,WALLET,,MRU,28560,30000,500000,15000000,ACTIVE,true,2022-12-29,2023-10-15T07:11:39.477Z,2022-12-29T09:05:49.750Z,2023-10-15T07:11:39.477Z
137,126,NW194153666,WALLET,,MRU,19900,41000,500000,15000000,ACTIVE,true,2023-09-08,2024-12-19T20:25:20.499Z,2023-09-08T09:33:52.533Z,2024-12-19T20:25:20.499Z
